snomed_code,icd10_code,icd10_description
214640008,V74.1XXA,"Passenger on bus injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter"
418399005,V74.4XXA,"Person boarding or alighting from bus injured in collision with heavy transport vehicle or bus, initial encounter"
127348004,V74.4XXA,"Person boarding or alighting from bus injured in collision with heavy transport vehicle or bus, initial encounter"
274913009,V74.5XXA,"Driver of bus injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
127349007,V74.5XXA,"Driver of bus injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
418399005,V75.4XXA,"Person boarding or alighting from bus injured in collision with railway train or railway vehicle, initial encounter"
213770003,V75.4XXA,"Person boarding or alighting from bus injured in collision with railway train or railway vehicle, initial encounter"
127348004,V75.4XXA,"Person boarding or alighting from bus injured in collision with railway train or railway vehicle, initial encounter"
127349007,V75.5XXD,"Driver of bus injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
213770003,V75.5XXD,"Driver of bus injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
242090001,V75.5XXD,"Driver of bus injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
213770003,V75.7XXD,"Person on outside of bus injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
127348004,V75.7XXD,"Person on outside of bus injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
242090001,V75.7XXD,"Person on outside of bus injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter"
127348004,V76.2XXA,"Person on outside of bus injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
214845000,V76.2XXA,"Person on outside of bus injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
217897003,V77.3XXD,"Unspecified occupant of bus injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
214640008,V77.3XXD,"Unspecified occupant of bus injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
127348004,V77.3XXD,"Unspecified occupant of bus injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter"
21107000,V78.1XXA,"Passenger on bus injured in noncollision transport accident in nontraffic accident, initial encounter"
214640008,V78.1XXA,"Passenger on bus injured in noncollision transport accident in nontraffic accident, initial encounter"
242116005,V78.5XXA,"Driver of bus injured in noncollision transport accident in traffic accident, initial encounter"
127349007,V78.5XXA,"Driver of bus injured in noncollision transport accident in traffic accident, initial encounter"
218247007,V78.5XXS,"Driver of bus injured in noncollision transport accident in traffic accident, sequela"
127348004,V79.20XA,"Unspecified bus occupant injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter"
214845000,V79.20XA,"Unspecified bus occupant injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter"
418399005,V79.81XD,"Bus occupant (driver) (passenger) injured in transport accidents with military vehicle, subsequent encounter"
127348004,V79.81XD,"Bus occupant (driver) (passenger) injured in transport accidents with military vehicle, subsequent encounter"
215285006,V80.11XA,"Animal-rider injured in collision with pedestrian or animal, initial encounter"
242151002,V80.22XA,"Occupant of animal-drawn vehicle injured in collision with pedal cycle, initial encounter"
215189007,V80.62XA,"Occupant of animal-drawn vehicle injured in collision with railway train or railway vehicle, initial encounter"
36198007,V81.2XXA,"Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock, initial encounter"
213772006,V81.2XXA,"Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock, initial encounter"
213859004,V81.7XXD,"Occupant of railway train or railway vehicle injured in derailment without antecedent collision, subsequent encounter"
36198007,V81.7XXD,"Occupant of railway train or railway vehicle injured in derailment without antecedent collision, subsequent encounter"
213770003,V81.9XXD,"Occupant of railway train or railway vehicle injured in unspecified railway accident, subsequent encounter"
36198007,V81.9XXD,"Occupant of railway train or railway vehicle injured in unspecified railway accident, subsequent encounter"
213770003,V82.3XXA,"Occupant of streetcar injured in collision with other object, initial encounter"
36198007,V82.3XXA,"Occupant of streetcar injured in collision with other object, initial encounter"
218246003,V83.7XXS,"Person on outside of special industrial vehicle injured in nontraffic accident, sequela"
21107000,V84.1XXA,"Passenger of special agricultural vehicle injured in traffic accident, initial encounter"
217935007,V84.1XXA,"Passenger of special agricultural vehicle injured in traffic accident, initial encounter"
214031005,V84.1XXA,"Passenger of special agricultural vehicle injured in traffic accident, initial encounter"
217935007,V84.2XXA,"Person on outside of special agricultural vehicle injured in traffic accident, initial encounter"
214031005,V84.2XXA,"Person on outside of special agricultural vehicle injured in traffic accident, initial encounter"
36198007,V84.2XXA,"Person on outside of special agricultural vehicle injured in traffic accident, initial encounter"
218247007,V84.2XXS,"Person on outside of special agricultural vehicle injured in traffic accident, sequela"
218247007,V84.6XXS,"Passenger of special agricultural vehicle injured in nontraffic accident, sequela"
21107000,V86.14XD,"Passenger of military vehicle injured in traffic accident, subsequent encounter"
214031005,V86.14XD,"Passenger of military vehicle injured in traffic accident, subsequent encounter"
214031005,V86.31XA,"Unspecified occupant of ambulance or fire engine injured in traffic accident, initial encounter"
127348004,V86.31XA,"Unspecified occupant of ambulance or fire engine injured in traffic accident, initial encounter"
214031005,V86.34XD,"Unspecified occupant of military vehicle injured in traffic accident, subsequent encounter"
127348004,V86.34XD,"Unspecified occupant of military vehicle injured in traffic accident, subsequent encounter"
418399005,V86.44XD,"Person injured while boarding or alighting from military vehicle, subsequent encounter"
127348004,V86.44XD,"Person injured while boarding or alighting from military vehicle, subsequent encounter"
127349007,V86.51XD,"Driver of ambulance or fire engine injured in nontraffic accident, subsequent encounter"
214640008,V86.51XD,"Driver of ambulance or fire engine injured in nontraffic accident, subsequent encounter"
218247007,V86.52XS,"Driver of snowmobile injured in nontraffic accident, sequela"
218247007,V86.69XS,"Passenger of other special all-terrain or other off-road motor vehicle injured in nontraffic accident, sequela"
302974001,V86.73XA,"Person on outside of dune buggy injured in nontraffic accident, initial encounter"
127348004,V86.73XA,"Person on outside of dune buggy injured in nontraffic accident, initial encounter"
302974001,V86.79XA,"Person on outside of other special all-terrain or other off-road motor vehicles injured in nontraffic accident, initial encounter"
127348004,V86.79XA,"Person on outside of other special all-terrain or other off-road motor vehicles injured in nontraffic accident, initial encounter"
127348004,V86.92XD,"Unspecified occupant of snowmobile injured in nontraffic accident, subsequent encounter"
214641007,V86.92XD,"Unspecified occupant of snowmobile injured in nontraffic accident, subsequent encounter"
274913009,V87.0XXA,"Person injured in collision between car and two- or three-wheeled powered vehicle (traffic), initial encounter"
214640008,V88.5XXD,"Person injured in collision between heavy transport vehicle and bus, nontraffic, subsequent encounter"
218247007,V89.0XXS,"Person injured in unspecified motor-vehicle accident, nontraffic, sequela"
218247007,V89.3XXS,"Person injured in unspecified nonmotor-vehicle accident, traffic, sequela"
269666005,V90.10XD,"Drowning and submersion due to merchant ship sinking, subsequent encounter"
269666005,V90.12XD,"Drowning and submersion due to fishing boat sinking, subsequent encounter"
242172004,V90.33XA,"Drowning and submersion due to falling or jumping from other crushed powered watercraft, initial encounter"
242172004,V90.39XA,"Drowning and submersion due to falling or jumping from crushed unspecified watercraft, initial encounter"
215415000,V90.80XA,"Drowning and submersion due to other accident to merchant ship, initial encounter"
215415000,V90.82XD,"Drowning and submersion due to other accident to fishing boat, subsequent encounter"
215415000,V90.83XD,"Drowning and submersion due to other accident to other powered watercraft, subsequent encounter"
215415000,V90.89XD,"Drowning and submersion due to other accident to unspecified watercraft, subsequent encounter"
274916001,V91.01XD,"Burn due to passenger ship on fire, subsequent encounter"
218246003,V91.06XS,"Burn due to (nonpowered) inflatable craft on fire, sequela"
215509002,V91.14XD,"Crushed between sailboat and other watercraft or other object due to collision, subsequent encounter"
215509002,V91.18XA,"Crushed between other unpowered watercraft and other watercraft or other object due to collision, initial encounter"
418111002,V91.21XD,"Fall due to collision between passenger ship and other watercraft or other object, subsequent encounter"
218250005,V91.22XS,"Fall due to collision between fishing boat and other watercraft or other object, sequela"
215540009,V91.36XD,"Hit or struck by falling object due to accident to (nonpowered) inflatable craft, subsequent encounter"
242172004,V92.07XD,"Drowning and submersion due to fall off water-skis, subsequent encounter"
215601006,V92.10XA,"Drowning and submersion due to being thrown overboard by motion of merchant ship, initial encounter"
215601006,V92.11XA,"Drowning and submersion due to being thrown overboard by motion of passenger ship, initial encounter"
271582003,V92.20XA,"Drowning and submersion due to being washed overboard from merchant ship, initial encounter"
271582003,V92.24XA,"Drowning and submersion due to being washed overboard from sailboat, initial encounter"
215759008,V93.01XD,"Burn due to localized fire on board passenger vessel, subsequent encounter"
218246003,V93.03XS,"Burn due to localized fire on board other powered watercraft, sequela"
215759008,V93.04XD,"Burn due to localized fire on board sailboat, subsequent encounter"
95867001,V93.21XD,"Heat exposure on board passenger ship, subsequent encounter"
95867001,V93.24XD,"Heat exposure on board sailboat, subsequent encounter"
218246003,V93.24XS,"Heat exposure on board sailboat, sequela"
418111002,V93.35XA,"Fall on board canoe or kayak, initial encounter"
218246003,V93.41XS,"Struck by falling object on passenger ship, sequela"
215540009,V93.44XA,"Struck by falling object on sailboat, initial encounter"
218246003,V93.48XS,"Struck by falling object on other unpowered watercraft, sequela"
218246003,V93.51XS,"Explosion on board passenger ship, sequela"
215686004,V93.64XD,"Machinery accident on board sailboat, subsequent encounter"
215414001,V93.80XD,"Other injury due to other accident on board merchant ship, subsequent encounter"
215414001,V93.86XD,"Other injury due to other accident on board (nonpowered) inflatable craft, subsequent encounter"
242178000,V94.22XD,"Rider of nonpowered watercraft struck by powered watercraft, subsequent encounter"
386681007,V95.10XD,"Unspecified ultralight, microlight or powered-glider accident injuring occupant, subsequent encounter"
386681007,V95.21XD,"Other private fixed-wing aircraft crash injuring occupant, subsequent encounter"
218246003,V95.25XS,"Other private fixed-wing aircraft explosion injuring occupant, sequela"
386681007,V95.29XD,"Other accident to other private fixed-wing aircraft injuring occupant, subsequent encounter"
242190003,V95.39XD,"Other accident to commercial fixed-wing aircraft injuring occupant, subsequent encounter"
216267008,V95.40XD,"Unspecified spacecraft accident injuring occupant, subsequent encounter"
218246003,V95.40XS,"Unspecified spacecraft accident injuring occupant, sequela"
216077004,V96.00XA,"Unspecified balloon accident injuring occupant, initial encounter"
216088005,V96.10XA,"Unspecified hang-glider accident injuring occupant, initial encounter"
218246003,V96.15XS,"Hang-glider explosion injuring occupant, sequela"
216081004,V96.22XA,"Forced landing of glider (nonpowered) injuring occupant, initial encounter"
216075007,V96.8XXA,"Other nonpowered-aircraft accidents injuring occupant, initial encounter"
274215009,V98.8XXD,"Other specified transport accidents, subsequent encounter"
218250005,W01.110S,"Fall on same level from slipping, tripping and stumbling with subsequent striking against sharp glass, sequela"
17886000,W05.0,Fall from non-moving wheelchair
217150002,W05.1,Fall from non-moving nonmotorized scooter
86591008,W11.XXXA,"Fall on and from ladder, initial encounter"
242410005,W13.2XXA,"Fall from, out of or through roof, initial encounter"
14047009,W13.9XXA,"Fall from, out of or through building, not otherwise specified, initial encounter"
82947003,W14.XXXA,"Fall from tree, initial encounter"
218250005,W16.031S,"Fall into swimming pool striking wall causing drowning and submersion, sequela"
217118007,W16.032D,"Fall into swimming pool striking wall causing other injury, subsequent encounter"
217748000,W16.121A,"Fall into natural body of water striking bottom causing drowning and submersion, initial encounter"
218250005,W16.131S,"Fall into natural body of water striking side causing drowning and submersion, sequela"
217773000,W16.211A,"Fall in (into) filled bathtub causing drowning and submersion, initial encounter"
218250005,W16.222S,"Fall in (into) bucket of water causing other injury, sequela"
217120005,W16.312A,"Fall into other water striking water surface causing other injury, initial encounter"
218250005,W16.42XS,"Fall into unspecified water causing other injury, sequela"
218250005,W16.531S,"Jumping or diving into swimming pool striking wall causing drowning and submersion, sequela"
242421001,W17.1,Fall into storm drain or manhole
68274007,W17.2XXA,"Fall into hole, initial encounter"
218250005,W17.3XXS,"Fall into empty swimming pool, sequela"
242419006,W18.11XD,"Fall from or off toilet without subsequent striking against object, subsequent encounter"
218250005,W18.31XS,"Fall on same level due to stepping on an object, sequela"
218250005,W18.42XS,"Slipping, tripping and stumbling without falling due to stepping into hole or opening, sequela"
1912002,W19.XXXD,"Unspecified fall, subsequent encounter"
217855009,W21.01XA,"Struck by football, initial encounter"
217855009,W21.06XD,"Struck by volleyball, subsequent encounter"
218246003,W21.06XS,"Struck by volleyball, sequela"
217855009,W21.09XA,"Struck by other hit or thrown ball, initial encounter"
23321002,W21.31XD,"Struck by shoe cleats, subsequent encounter"
302979006,W22.0,Striking against stationary object
217848007,W22.12XD,"Striking against or struck by front passenger side automobile airbag, subsequent encounter"
217952006,W24.0XXD,"Contact with lifting devices, not elsewhere classified, subsequent encounter"
218034006,W26.1XXD,"Contact with sword or dagger, subsequent encounter"
218051004,W27.2XXA,"Contact with scissors, initial encounter"
285895001,W27.4,Contact with kitchen utensil
218246003,W29.2XXS,"Contact with other powered household machinery, sequela"
217956009,W30.3,Contact with grain storage elevator
217935007,W30.89XD,"Contact with other specified agricultural machinery, subsequent encounter"
217945009,W31.0XXD,"Contact with mining and earth-drilling machinery, subsequent encounter"
217964003,W31.1,Contact with metalworking machines
217975004,W31.2XXD,"Contact with powered woodworking and forming machines, subsequent encounter"
269716005,W31.81XA,"Contact with recreational machinery, initial encounter"
218246003,W31.83XS,"Contact with special construction vehicle in stationary use, sequela"
15185003,W31.9,Contact with unspecified machinery
269796009,W33.01XA,"Accidental discharge of shotgun, initial encounter"
218087006,W33.02XA,"Accidental discharge of hunting rifle, initial encounter"
218246003,W33.02XS,"Accidental discharge of hunting rifle, sequela"
218081007,W34.018D,"Accidental discharge of other gas, air or spring-operated gun, subsequent encounter"
218071008,W36.9XXA,"Explosion and rupture of unspecified gas cylinder, initial encounter"
218069008,W37.0XXA,"Explosion of bicycle tire, initial encounter"
218069008,W37.0XXD,"Explosion of bicycle tire, subsequent encounter"
218246003,W38.XXXS,"Explosion and rupture of other specified pressurized devices, sequela"
218101006,W40.0XXD,"Explosion of blasting material, subsequent encounter"
218229001,W42.0XXD,"Exposure to supersonic waves, subsequent encounter"
93458008,W45.8XXA,"Other foreign body or object entering through skin, initial encounter"
242693000,W50.2,Accidental twist by another person
218246003,W50.4XXS,"Accidental scratch by another person, sequela"
54719000,W52.XXXA,"Crushed, pushed or stepped on by crowd or human stampede, initial encounter"
418589001,W53.1,Contact with rat
242651001,W54.1,Struck by dog
218252002,W55.19XS,"Other contact with horse, sequela"
242651001,W55.32XD,"Struck by other hoof stock, subsequent encounter"
242651001,W55.39XD,"Other contact with other hoof stock, subsequent encounter"
218252002,W55.42XS,"Struck by pig, sequela"
218252002,W56.39XS,"Other contact with other marine mammals, sequela"
218252002,W56.52XS,"Struck by other fish, sequela"
242629009,W58.01XD,"Bitten by alligator, subsequent encounter"
242651001,W58.13XA,"Crushed by crocodile, initial encounter"
242651001,W59.19XD,"Other contact with nonvenomous snake, subsequent encounter"
242651001,W59.22XA,"Struck by turtle, initial encounter"
218252002,W61.09XS,"Other contact with parrot, sequela"
242651001,W61.29XA,"Other contact with other psittacines, initial encounter"
218252002,W61.29XS,"Other contact with other psittacines, sequela"
218252002,W61.62XS,"Struck by duck, sequela"
218252002,W61.91XS,"Bitten by other birds, sequela"
122866006,W88.8XXA,"Exposure to other ionizing radiation, initial encounter"
269799002,W90.1XXA,"Exposure to infrared radiation, initial encounter"
269799002,W90.1XXD,"Exposure to infrared radiation, subsequent encounter"
217605003,W93.02XA,"Inhalation of dry ice, initial encounter"
406445001,W94.0XXD,"Exposure to prolonged high air pressure, subsequent encounter"
218252002,W94.12XS,"Exposure to other prolonged low air pressure, sequela"
218252002,W94.21XS,"Exposure to reduction in atmospheric pressure while surfacing from deep-water diving, sequela"
406445001,W94.39XA,"Exposure to other rapid changes in air pressure during descent, initial encounter"
217176002,X00.2XXA,"Injury due to collapse of burning building or structure in uncontrolled fire, initial encounter"
288297000,X03.1XXD,"Exposure to smoke in controlled fire, not in building or structure, subsequent encounter"
288297000,X03.8XXA,"Other exposure to controlled fire, not in building or structure, initial encounter"
217534003,X06.1,Exposure to melting of plastic jewelry
418611001,X06.1,Exposure to melting of plastic jewelry
217534003,X06.3XXA,"Exposure to melting of other clothing and apparel, initial encounter"
418611001,X06.3XXA,"Exposure to melting of other clothing and apparel, initial encounter"
217574009,X08.00XD,"Exposure to bed fire due to unspecified burning material, subsequent encounter"
242542001,X08.00XD,"Exposure to bed fire due to unspecified burning material, subsequent encounter"
217176002,X08.8XXA,"Exposure to other specified smoke, fire and flames, initial encounter"
418715001,X08.8XXA,"Exposure to other specified smoke, fire and flames, initial encounter"
218246003,X11.1XXS,"Contact with running hot water, sequela"
242503001,X11.8XXA,"Contact with other hot tap-water, initial encounter"
242494002,X12.XXXA,"Contact with other hot fluids, initial encounter"
218246003,X13.0XXS,"Inhalation of steam and other hot vapors, sequela"
242491005,X14.1XXA,"Other contact with hot air and other hot gases, initial encounter"
242520002,X15.0,Contact with hot stove (kitchen)
218246003,X16.XXXS,"Contact with hot heating appliances, radiators and pipes, sequela"
218246003,X18.XXXS,"Contact with other hot metals, sequela"
217724009,X37.2XXD,"Blizzard (snow)(ice), subsequent encounter"
242561002,X37.4,Tidalwave
218252002,X37.42XS,"Tidal wave due to storm, sequela"
217736003,X37.43XD,"Tidal wave due to landslide, subsequent encounter"
217723003,X37.9XXA,"Unspecified cataclysmic storm, initial encounter"
418420002,X71.2,Intentional self-harm by drowning and submersion after jump into swimming pool
219174008,X71.8XXS,"Other intentional self-harm by drowning and submersion, sequela"
243009001,X74.01XA,"Intentional self-harm by airgun, initial encounter"
418420002,X74.01XA,"Intentional self-harm by airgun, initial encounter"
243004006,X74.02XA,"Intentional self-harm by paintball gun, initial encounter"
418420002,X74.02XA,"Intentional self-harm by paintball gun, initial encounter"
248062006,X76.XXXA,"Intentional self-harm by smoke, fire and flames, initial encounter"
248062006,X77.1,Intentional self-harm by hot tap water
219174008,X77.1XXS,"Intentional self-harm by hot tap water, sequela"
219174008,X77.8XXS,"Intentional self-harm by other hot objects, sequela"
418420002,X78.0XXA,"Intentional self-harm by sharp glass, initial encounter"
219174008,X78.9XXS,"Intentional self-harm by unspecified sharp object, sequela"
248062006,X82.8,Other intentional self-harm by crashing of motor vehicle
248062006,X83.8,Intentional self-harm by other specified means
219197006,X92.8,Other assault by drowning and submersion
219197006,X92.8XXA,"Other assault by drowning and submersion, initial encounter"
242869008,X95.09XD,"Assault by other gas, air or spring-operated gun, subsequent encounter"
219207005,X96.0,Assault by antipersonnel bomb
274954001,X96.8XXA,"Assault by other specified explosive, initial encounter"
219239003,X98.1,Assault by hot tap water
242937003,X98.9XXS,"Assault by unspecified hot objects, sequela"
219218005,X99.9XXA,"Assault by unspecified sharp object, initial encounter"
242937003,Y02.1XXS,"Assault by pushing or placing victim in front of (subway) train, sequela"
242923007,Y02.8,Assault by pushing or placing victim in front of other moving object
284607007,Y07.04,"Female partner, perpetrator of maltreatment and neglect"
284607007,Y07.13,"Adoptive father, perpetrator of maltreatment and neglect"
284607007,Y07.490,"Male cousin, perpetrator of maltreatment and neglect"
284607007,Y07.521,"Mental health provider, perpetrator of maltreatment and neglect"
219333004,Y21.0XXD,"Drowning and submersion while in bathtub, undetermined intent, subsequent encounter"
419048002,Y21.1,"Drowning and submersion after fall into bathtub, undetermined intent"
90619006,Y21.1,"Drowning and submersion after fall into bathtub, undetermined intent"
219335006,Y22.XXXD,"Handgun discharge, undetermined intent, subsequent encounter"
243009001,Y24.0XXA,"Airgun discharge, undetermined intent, initial encounter"
419048002,Y24.0XXA,"Airgun discharge, undetermined intent, initial encounter"
219334005,Y24.8,"Other firearm discharge, undetermined intent"
218246003,Y24.8XXS,"Other firearm discharge, undetermined intent, sequela"
219334005,Y24.9,"Unspecified firearm discharge, undetermined intent"
242509002,Y27.3XXD,"Contact with hot household appliance, undetermined intent, subsequent encounter"
419048002,Y27.3XXD,"Contact with hot household appliance, undetermined intent, subsequent encounter"
218246003,Y28.0XXS,"Contact with sharp glass, undetermined intent, sequela"
219343001,Y28.2XXA,"Contact with sword or dagger, undetermined intent, initial encounter"
219346009,Y30.XXXD,"Falling, jumping or pushed from a high place, undetermined intent, subsequent encounter"
219257002,Y35.003D,"Legal intervention involving unspecified firearm discharge, suspect injured, subsequent encounter"
219289006,Y35.012S,"Legal intervention involving injury by machine gun, bystander injured, sequela"
219289006,Y35.022S,"Legal intervention involving injury by handgun, bystander injured, sequela"
219257002,Y35.023A,"Legal intervention involving injury by handgun, suspect injured, initial encounter"
219289006,Y35.122S,"Legal intervention involving injury by explosive shell, bystander injured, sequela"
219289006,Y35.123S,"Legal intervention involving injury by explosive shell, suspect injured, sequela"
219275001,Y35.313A,"Legal intervention involving baton, suspect injured, initial encounter"
219278004,Y35.402D,"Legal intervention involving unspecified sharp objects, bystander injured, subsequent encounter"
219289006,Y35.412S,"Legal intervention involving bayonet, bystander injured, sequela"
219256006,Y35.891D,"Legal intervention involving other specified means, law enforcement official injured, subsequent encounter"
219437004,Y36.040S,"War operations involving explosion of torpedo, military personnel, sequela"
219393002,Y36.051A,"War operations involving accidental detonation of onboard marine weapons, civilian, initial encounter"
242056005,Y36.051A,"War operations involving accidental detonation of onboard marine weapons, civilian, initial encounter"
219409006,Y36.120D,"War operations involving destruction of aircraft due to collision with other aircraft, military personnel, subsequent encounter"
219437004,Y36.221S,"War operations involving explosion of guided missile, civilian, sequela"
274933008,Y36.270D,"War operations involving fragments from weapons, military personnel, subsequent encounter"
219367009,Y36.290A,"War operations involving other explosions and fragments, military personnel, initial encounter"
219437004,Y36.421S,"War operations involving firearms pellets, civilian, sequela"
219367009,Y36.440D,"War operations involving unarmed hand to hand combat, military personnel, subsequent encounter"
219367009,Y36.490D,"War operations involving other forms of conventional warfare, military personnel, subsequent encounter"
219437004,Y36.490S,"War operations involving other forms of conventional warfare, military personnel, sequela"
219437004,Y36.541S,"War operation involving nuclear radiation effects of nuclear weapon, civilian, sequela"
219437004,Y36.591S,"War operation involving other effects of nuclear weapons, civilian, sequela"
219428004,Y36.6X1A,"War operations involving biological weapons, civilian, initial encounter"
219437004,Y36.7X0S,"War operations involving chemical weapons and other forms of unconventional warfare, military personnel, sequela"
219437004,Y36.820S,"Explosion of bomb placed during war operations but exploding after cessation of hostilities, military personnel, sequela"
219437004,Y36.880S,"Other war operations occurring after cessation of hostilities, military personnel, sequela"
219436008,Y36.891A,"Unspecified war operations occurring after cessation of hostilities, civilian, initial encounter"
219367009,Y36.90XD,"War operations, unspecified, subsequent encounter"
219437004,Y37.010S,"Military operations involving explosion of depth-charge, military personnel, sequela"
219395009,Y37.020D,"Military operations involving explosion of marine mine, military personnel, subsequent encounter"
219409006,Y37.110D,"Military operations involving destruction of aircraft due to enemy fire or explosives, military personnel, subsequent encounter"
219437004,Y37.230S,"Military operations involving explosion of improvised explosive device [IED], military personnel, sequela"
243033007,Y37.250D,"Military operations involving fragments from munitions, military personnel, subsequent encounter"
243033007,Y37.251A,"Military operations involving fragments from munitions, civilian, initial encounter"
219205002,Y37.430A,"Military operations involving other firearms discharge, military personnel, initial encounter"
219367009,Y37.440D,"Military operations involving unarmed hand to hand combat, military personnel, subsequent encounter"
219437004,Y37.471S,"Military operations involving unintentional restriction of air and airway, civilian, sequela"
219437004,Y37.490S,"Military operations involving other forms of conventional warfare, military personnel, sequela"
219421005,Y37.511D,"Military operations involving direct blast effect of nuclear weapon, civilian, subsequent encounter"
219421005,Y37.521A,"Military operations involving indirect blast effect of nuclear weapon, civilian, initial encounter"
219437004,Y37.590S,"Military operation involving other effects of nuclear weapons, military personnel, sequela"
219437004,Y37.7X0S,"Military operations involving chemical weapons and other forms of unconventional warfare, military personnel, sequela"
219367009,Y37.90XD,"Military operations, unspecified, subsequent encounter"
219367009,Y37.92XA,"Military operations involving friendly fire, initial encounter"
243035000,Y38.0X2D,"Terrorism involving explosion of marine weapons, civilian injured, subsequent encounter"
243035000,Y38.0X3A,"Terrorism involving explosion of marine weapons, terrorist injured, initial encounter"
14817008,Y38.2X3S,"Terrorism involving other explosions and fragments, terrorist injured, sequela"
713346006,Y38.3X1D,"Terrorism involving fires, conflagration and hot substances, public safety official injured, subsequent encounter"
243061001,Y38.6X2D,"Terrorism involving biological weapons, civilian injured, subsequent encounter"
439022003,Y38.893A,"Terrorism involving other means, terrorist injured, initial encounter"
14468000,Y93.43,"Activity, gymnastics"
129025006,Y93.84,"Activity, sleeping"
129025006,Y93.C9,"Activity, other involving computer technology and electronic devices"
257733005,Y93.F1,"Activity, caregiving, bathing"
406192005,Y93.F1,"Activity, caregiving, bathing"
129025006,Y93.G2,"Activity, grilling and smoking food"
257733005,Y93.J4,"Activity, winds and brass instrument playing"
257733005,Y93.K2,"Activity, milking an animal"
47708004,Z15.81,Genetic susceptibility to multiple endocrine neoplasia [MEN]
142661000119102,Z18.12,Retained nonmagnetic metal fragments
702636002,Z30.40,"Encounter for surveillance of contraceptives, unspecified"
702686008,Z30.41,Encounter for surveillance of contraceptive pills
10760701000119102,Z37.52,"Quadruplets, all liveborn"
45384004,Z37.59,"Other multiple births, all liveborn"
702454008,Z37.64,"Sextuplets, some liveborn"
50367001,Z3A.11,11 weeks gestation of pregnancy
79992004,Z3A.12,12 weeks gestation of pregnancy
23464008,Z3A.20,20 weeks gestation of pregnancy
63503002,Z3A.41,41 weeks gestation of pregnancy
308335008,Z45.49,Encounter for adjustment and management of other implanted nervous system device
183655000,Z48.22,Encounter for aftercare following kidney transplant
133899007,Z48.89,Encounter for other specified surgical aftercare
278152006,Z67.11,"Type A blood, Rh negative"
162864005,Z68.32,"Body mass index [BMI] 32.0-32.9, adult"
60814007,Z72.81,Antisocial behavior
6300007,Z77.122,Contact with and (suspected) exposure to noise
72010008,Z47.2,Encounter for removal of internal fixation device
737303004,Z89.201,"Acquired absence of right upper limb, unspecified level"
449669007,Z89.201,"Acquired absence of right upper limb, unspecified level"
737303004,Z89.212,Acquired absence of left upper limb below elbow
449669007,Z89.212,Acquired absence of left upper limb below elbow
723722000,Z89.511,Acquired absence of right leg below knee
737303004,Z89.511,Acquired absence of right leg below knee
723722000,Z89.621,Acquired absence of right hip joint
737303004,Z89.621,Acquired absence of right hip joint
128926000,Z98.89,Other specified postprocedural states
105501005,Z99.89,Dependence on other enabling machines and devices
35984006,A18.01,Tuberculosis of spine
190710003,A18.02,Tuberculous arthritis of other joints
49107007,A18.50,"Tuberculosis of eye, unspecified"
1086051000119107,A36.81,Diphtheritic cardiomyopathy
448813005,A41.52,Sepsis due to Pseudomonas
15628003,A54.29,Other gonococcal genitourinary infections
35876006,A54.39,Other gonococcal eye infection
15628003,A54.49,Gonococcal infection of other musculoskeletal tissue
792004,A81.09,Other Creutzfeldt-Jakob disease
392662004,A92.31,West Nile virus infection with encephalitis
111852003,B08.011,Vaccinia not from vaccine
27240009,B08.03,Pseudocowpox [milker's node]
402903007,B08.22,Exanthema subitum [sixth disease] due to human herpesvirus 7
442177008,B10.81,Human herpesvirus 6 infection
23513009,B10.89,Other human herpesvirus infection
271558008,B27.90,"Infectious mononucleosis, unspecified without complication"
20639004,B37.81,Candidal esophagitis
416481006,B58.00,"Toxoplasma oculopathy, unspecified"
402965002,B96.82,Vibrio vulnificus as the cause of diseases classified elsewhere
24907000,B97.31,Lentivirus as the cause of diseases classified elsewhere
402820007,C44.212,Basal cell carcinoma of skin of right ear and external auricular canal
188099008,C44.301,Unspecified malignant neoplasm of skin of nose
254701007,C44.510,Basal cell carcinoma of anal skin
94043000,C44.59,Other specified malignant neoplasm of skin of trunk
94116007,C44.602,"Unspecified malignant neoplasm of skin of right upper limb, including shoulder"
109931000,C47.11,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder"
372128005,C44.602,"Unspecified malignant neoplasm of skin of right upper limb, including shoulder"
253001006,C4A,Merkel cell carcinoma
253001006,C4A.9,"Merkel cell carcinoma, unspecified"
373089009,C50.222,Malignant neoplasm of upper-inner quadrant of left male breast
